STU_ID,female,race,firstgen,prnt_female_edu,prnt_male_edu,prnt_female_occ,prnt_male_occ,self_concept_ability_math,math_teacher_gender,teach_math_9_12,teachers_high_standards,teacher_emphasize_interest,teacher_emphasize_prepare,teacher_emphasize_business,teacher_emphasize_standtest,math_mentor_pairing,math_afterschool_program,credits_stem,gpa_stem
13401,1,1,0,1,NA,0,0,1.5,0,2,1,4,4,3,3,0,1,3,3
13402,1,5,1,1,NA,0,0,2,0,3,1,4,4,3,4,NA,NA,3.5,2.5
13406,1,1,1,1,NA,0,0,1.5,1,2,1,4,3,4,3,NA,NA,4,3.5
13407,1,1,0,2,NA,0,0,2,1,NA,1,4,4,2,3,0,1,4.5,3.5
13409,1,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,1,7,2
13411,0,1,1,1,NA,0,0,2,0,2,1,4,4,3,2,1,0,4,2.5
13413,1,3,1,1,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,1
13414,1,1,0,2,NA,0,0,2.5,0,2,2,2,3,3,3,0,0,4,4
13415,0,1,1,1,NA,0,0,3,1,2,2,3,3,2,3,0,0,4,3
13416,1,1,0,1,NA,0,0,2.75,3,NA,NA,NA,NA,NA,NA,0,0,4,2
13418,0,5,0,1,2,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,3,1
13419,1,1,0,2,NA,0,0,2,1,3,1,2,3,2,3,NA,NA,4,3
13422,0,1,1,1,NA,0,0,1.5,1,3,NA,NA,NA,NA,NA,0,1,3,1.5
13423,1,2,1,1,NA,0,0,1.25,1,3,2,3,3,2,4,0,0,5,2.5
13424,1,1,0,1,NA,0,0,2.5,1,3,1,3,3,2,4,0,1,5,1.5
13426,0,1,1,1,NA,0,0,3,0,2,1,2,3,2,3,1,1,4.5,1.5
13427,0,1,0,3,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3
13428,0,2,0,3,NA,0,0,1.75,1,3,2,4,4,3,4,0,1,2,0.5
13429,1,1,0,2,NA,0,0,3.5,1,2,2,3,4,2,4,0,0,1,0.5
13431,0,3,1,1,NA,0,0,1,1,3,2,3,3,2,3,1,1,4,1.5
13433,1,1,0,3,NA,0,0,2,0,2,NA,NA,NA,NA,NA,0,0,4,4
13434,0,1,0,2,NA,0,0,1,1,2,1,3,4,2,2,0,0,4,3
13435,1,1,1,1,NA,0,0,2.5,0,2,2,4,4,4,4,0,1,5,3.5
13436,1,1,0,3,NA,0,0,1.25,0,3,1,NA,NA,NA,NA,0,0,5,4
13437,0,1,1,1,NA,0,0,2,1,2,2,3,3,3,3,1,0,0.5,1.5
13439,1,3,0,2,NA,0,1,2.25,1,2,2,3,4,2,4,0,0,4,2
13442,0,1,1,1,NA,0,0,1,1,2,2,3,3,1,3,0,0,3.5,4
13444,1,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,1,5.5,3.5
13452,1,1,1,1,NA,0,0,2.25,1,3,1,4,4,4,3,1,0,4,1
13453,1,1,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3
13454,0,1,0,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,1,1,3,3.5
13459,0,1,0,2,NA,0,0,1.25,1,3,1,NA,NA,NA,NA,0,0,1,2
13460,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4
13464,1,1,1,1,NA,0,0,2.25,1,2,2,2,3,2,4,1,1,5,2.5
13465,1,1,0,2,NA,0,0,1.25,1,3,2,NA,NA,NA,NA,NA,NA,4,4
13467,0,1,1,1,1,0,0,3,1,2,2,3,3,3,3,1,1,4,1
13472,1,2,0,1,2,0,0,1.25,1,2,2,4,4,4,3,0,0,3,2.5
13474,1,1,1,1,1,0,0,1,0,3,2,2,2,3,3,0,0,3,4
13476,0,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,2,2.5
13477,1,1,0,2,NA,0,0,1,1,3,1,3,3,2,3,0,1,4,4
13478,1,1,1,1,NA,0,0,2,0,2,NA,NA,NA,NA,NA,1,0,2,3
13479,1,1,0,3,NA,0,0,2,0,2,1,4,4,3,3,0,1,1.5,3.5
13482,0,3,0,3,NA,0,0,1.25,1,2,1,3,4,3,2,0,1,4,1
13485,0,1,0,2,NA,0,0,1.25,1,2,1,3,4,2,3,1,0,4,2.5
13488,1,3,1,1,NA,0,0,1,1,2,1,3,3,2,2,0,1,3.5,1.5
13492,1,1,1,1,NA,0,0,2.25,1,2,1,4,4,3,4,1,0,2,2
13495,0,2,0,2,NA,0,0,2,1,2,NA,4,4,2,4,NA,NA,4,3
13496,1,3,1,1,NA,0,0,2.25,1,2,1,3,3,2,3,0,1,3.5,2.5
13499,1,1,1,1,NA,0,0,3.25,0,2,1,3,4,4,4,0,0,5,1.5
13504,1,1,0,3,NA,0,0,2,0,3,NA,NA,NA,NA,NA,0,1,5,3.5
13505,1,1,0,2,3,0,0,1.5,1,NA,2,3,3,3,3,0,0,4,2
13507,1,1,1,1,NA,0,0,2.25,1,3,1,NA,NA,NA,NA,1,0,4,3
13509,1,1,1,1,NA,0,0,2,0,2,1,4,4,2,4,0,1,4,2
13511,1,1,1,1,1,0,0,2.5,1,3,2,3,4,3,3,0,0,6,2
13512,1,1,1,1,NA,0,0,2.5,1,3,1,NA,NA,NA,NA,1,0,4,1.5
13513,0,1,0,1,NA,0,0,2.75,3,NA,NA,NA,NA,NA,NA,0,0,4,2.5
13514,1,1,1,1,NA,0,0,1.75,1,3,2,4,4,3,4,0,0,4,4
13515,0,5,1,1,NA,0,0,3.75,1,2,1,4,4,4,4,0,1,4,2
13516,0,1,0,3,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,1,4,3.5
13518,1,1,0,2,NA,0,0,2.25,1,2,1,NA,NA,NA,NA,0,1,4,3.5
13520,1,5,0,3,NA,0,0,1,1,2,2,NA,NA,NA,NA,0,0,3,4
13521,0,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,1,1,4,3.5
13522,1,1,1,1,NA,0,0,2,0,3,2,3,3,3,3,0,0,0.5,2
13523,0,1,0,1,NA,0,0,1.75,0,3,2,4,4,3,4,0,1,4,3.5
13524,0,2,1,1,1,0,0,1,1,3,1,NA,NA,NA,NA,0,0,3,1
13525,1,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,3,2
13528,0,5,1,1,NA,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,5.5,4
13529,1,1,0,2,1,0,0,2.75,3,NA,NA,NA,NA,NA,NA,1,1,3.5,3
13530,0,1,0,2,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,0,0,4,3
13533,1,3,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,0,3.5,1.5
13534,1,1,0,2,NA,0,0,3,0,2,2,3,3,1,4,0,1,4,2.5
13538,0,5,0,2,NA,0,1,1,1,3,2,NA,NA,NA,NA,1,1,4,3.5
13539,0,5,1,1,1,0,0,2,0,3,NA,NA,NA,NA,NA,0,1,4,1.5
13540,1,1,1,1,NA,0,0,1.25,0,2,2,2,2,2,2,0,0,3.5,2
13541,0,1,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,3,3
13542,1,1,0,1,NA,0,0,2.75,0,NA,2,4,3,3,4,0,0,2.5,0.5
13544,1,1,0,2,3,0,0,2.25,1,3,1,3,4,3,2,1,1,5,3.5
13545,0,2,1,1,NA,0,0,2.5,1,2,1,3,4,3,3,1,1,3,1.5
13549,1,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2
13553,1,5,1,1,NA,0,0,2,0,2,1,3,4,3,3,0,1,4,3
13554,1,1,1,1,NA,0,0,2.75,3,NA,NA,NA,NA,NA,NA,0,1,1.5,3
13555,1,1,1,1,1,0,0,4,0,3,NA,NA,NA,NA,NA,0,1,0,0.25
13556,0,5,0,2,2,0,0,2.25,0,2,1,4,4,4,4,0,1,4,2
13557,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,4,3.5
13558,0,1,0,2,2,0,0,1,1,3,1,3,3,3,3,NA,NA,4,4
13562,0,5,0,2,3,0,1,1.25,1,2,1,3,4,2,3,0,0,4,3.5
13564,1,1,1,1,NA,0,0,4,0,3,1,3,3,4,4,1,1,3,1.5
13566,1,5,0,2,NA,0,0,2,0,2,2,3,4,2,3,1,1,3.5,1.5
13567,1,1,0,2,2,0,1,3,1,3,1,NA,NA,NA,NA,1,0,3,1.5
13571,0,1,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5
13574,0,1,1,1,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,0,1,2,2
13577,0,1,1,1,NA,0,0,1.75,0,2,1,NA,NA,NA,NA,0,0,3,2.5
13578,0,2,1,1,1,0,0,2,1,2,1,3,4,2,4,1,1,4,3
13579,0,1,1,1,1,0,0,2.25,1,2,2,4,3,3,4,0,1,3,2
13580,1,1,1,1,NA,0,0,2.75,1,3,1,4,3,2,2,0,0,3.5,2.5
13581,1,1,0,3,NA,0,0,2.25,0,3,1,NA,NA,NA,NA,0,1,4,3.5
13582,0,1,0,2,NA,0,0,1,1,2,2,2,4,2,2,0,0,4,2
13587,1,5,0,3,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,1,1,5,4
13591,1,5,0,3,NA,0,0,1.75,0,3,1,4,4,2,3,0,1,5,3
13595,1,1,0,2,NA,0,0,2,0,2,1,NA,NA,NA,NA,0,0,4,3.5
13596,0,1,1,1,NA,0,0,2.75,0,3,2,3,4,3,3,1,1,2.5,1
13597,0,1,0,2,NA,1,0,1,1,3,1,4,4,3,3,NA,NA,5,3
13598,1,1,0,2,NA,0,0,2,0,2,1,NA,NA,NA,NA,0,0,4,2.5
13601,0,1,0,2,NA,0,0,3,1,3,1,4,4,3,3,1,1,4,2.5
13602,1,1,1,1,1,0,0,2.25,1,3,2,2,4,2,3,NA,NA,5,2.5
13603,0,5,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,1,3,2
13605,1,5,0,2,NA,0,1,2.75,1,2,NA,NA,NA,NA,NA,0,0,5,2
13607,1,1,1,1,NA,0,0,3.75,1,2,2,3,3,3,2,1,1,6,1.5
13612,0,1,1,1,NA,0,0,2.75,1,3,2,3,4,3,3,0,1,4,2
13613,0,1,1,1,NA,0,0,1.75,1,1,1,3,3,3,3,1,1,4,2.5
13614,1,2,0,2,NA,0,1,2.5,3,NA,NA,NA,NA,NA,NA,1,0,3.5,1.5
13617,0,1,0,1,NA,0,0,1,0,2,2,3,3,2,4,0,1,4,4
13619,1,1,1,1,NA,0,0,3,0,3,1,NA,NA,NA,NA,0,1,3,3
13620,1,1,1,1,NA,0,0,1,1,3,1,NA,NA,NA,NA,0,1,4,2.5
13622,0,1,1,1,NA,0,0,3.5,1,2,2,NA,NA,NA,NA,1,0,2,1.5
13623,0,2,0,1,NA,0,0,3,0,2,3,NA,NA,NA,NA,0,1,3.5,4
13624,0,1,1,1,NA,0,0,2,0,3,1,4,4,3,3,0,0,2,1
13625,1,1,1,1,NA,0,0,2.5,1,3,1,4,4,4,4,1,0,4,3
13627,1,1,0,2,2,0,0,3,1,3,2,4,4,3,3,0,0,4,3
13630,0,5,1,1,NA,0,0,1,0,2,1,NA,NA,NA,NA,1,1,0,0.25
13631,0,1,0,3,NA,0,0,2.25,1,3,1,3,4,3,3,0,1,4,4
13632,1,5,1,1,NA,0,0,2,1,3,NA,NA,NA,NA,NA,1,0,4,2
13633,1,1,1,1,NA,0,0,2.75,1,2,2,2,3,3,2,1,0,4,1.5
13635,0,1,1,1,NA,0,0,2,1,3,1,NA,NA,NA,NA,1,0,4,2
13637,0,1,1,1,NA,0,0,1.25,0,1,2,3,2,3,4,0,0,4,1.5
13638,1,5,1,1,NA,0,0,2.25,0,2,1,4,4,4,4,0,1,4,3.5
13640,1,5,1,1,1,0,0,1.75,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5
13641,1,1,1,1,NA,0,0,2,1,3,2,3,4,3,3,0,1,3,3
13643,1,1,0,2,NA,0,0,2,0,2,2,NA,NA,NA,NA,NA,NA,3.5,2.5
13644,1,1,1,1,NA,0,0,2.25,0,2,2,3,3,4,4,NA,NA,4,2
13645,0,1,1,1,NA,0,0,2.25,1,3,2,3,4,4,3,0,1,4,3
13648,0,1,0,3,NA,0,0,1.75,3,NA,NA,NA,NA,NA,NA,0,0,3,2
13650,1,1,0,2,1,0,0,1.25,0,2,2,NA,NA,NA,NA,0,0,4,3
13652,1,1,1,1,NA,0,0,1.25,1,2,2,3,3,1,4,0,0,6,2.5
13653,1,1,0,1,NA,0,0,2.25,1,1,1,3,3,3,3,1,1,4.5,3.5
13655,1,1,0,2,NA,0,0,2,1,3,1,4,4,3,3,0,1,4,2.5
13657,0,1,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,3,2.5
13658,1,1,0,2,3,0,0,1.5,1,3,1,4,3,2,2,0,0,4,4
13659,0,1,1,1,NA,0,0,2,0,3,NA,NA,NA,NA,NA,1,1,3,1.5
13660,0,1,0,1,NA,0,0,2,0,1,1,4,3,3,4,0,1,3.5,2
13661,1,1,0,2,2,0,0,1.25,1,3,1,4,4,3,3,0,0,5,3
13664,0,1,1,1,NA,0,0,2.75,1,2,2,4,4,4,4,NA,NA,5,1
13665,0,1,1,1,NA,0,0,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5
13666,1,1,1,1,NA,0,0,3.5,0,3,1,4,4,3,4,NA,NA,2.5,1.5
13667,1,1,0,1,NA,0,1,2,0,2,NA,NA,NA,NA,NA,0,0,4,3.5
13668,0,1,0,3,NA,0,1,2,1,3,2,4,4,3,3,0,1,3,1
13671,1,1,0,2,2,0,0,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5
13672,1,1,0,3,NA,0,0,2,1,3,1,3,4,3,4,1,0,4,2.5
13673,0,5,0,2,NA,0,1,2.5,0,2,2,4,4,3,3,0,0,4,3.5
13676,1,3,0,2,NA,0,0,2.5,1,2,2,2,3,3,2,NA,NA,5,2
13688,0,1,1,1,NA,0,0,2,1,2,NA,NA,NA,NA,NA,0,1,4,1
13689,0,3,1,1,NA,0,0,1.5,0,2,2,2,2,2,4,1,1,3,1.5
13691,0,1,1,1,NA,0,0,2,1,2,NA,NA,NA,NA,NA,1,0,4,3
13692,0,5,0,2,2,0,1,2,1,2,1,3,3,2,3,0,1,4,2
13693,0,5,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,1,1,5,1.5
13697,1,1,1,1,NA,0,0,2,1,2,2,4,4,3,4,0,1,4,3
13698,0,1,0,2,NA,0,0,3.75,1,3,2,3,4,3,4,0,1,3,2.5
13700,0,3,0,2,NA,0,0,2,1,3,1,2,4,2,2,0,0,3.5,1
13701,1,1,0,2,NA,0,0,3,0,2,1,3,4,3,4,1,1,5,2.5
13707,1,1,1,1,NA,0,0,2.25,0,2,1,4,4,3,2,0,1,5,2.5
13708,1,1,1,1,NA,0,0,2.75,1,2,1,3,2,3,2,0,0,3,3
13709,1,1,1,1,1,0,0,3,1,2,2,2,4,3,4,0,1,5,2.5
13710,0,1,1,1,NA,0,0,1.75,3,NA,NA,NA,NA,NA,NA,1,1,3.5,2.5
13711,1,1,0,1,NA,0,0,2,1,NA,1,4,4,4,3,1,1,4,3
13713,1,1,0,1,2,0,0,2.5,1,1,1,3,4,4,3,1,1,4,4
13714,0,1,0,2,1,0,0,3,0,3,2,4,1,1,4,0,0,3,2.5
13715,1,1,1,1,NA,0,0,3.25,1,2,NA,NA,NA,NA,NA,0,1,4,2.5
13716,0,5,0,1,2,0,1,2,0,2,2,3,4,3,4,0,1,4,3.5
13717,1,1,0,2,NA,0,0,2.25,0,3,1,3,4,4,3,0,1,3,1
13721,0,1,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,4,2
13723,1,1,0,2,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,1,1,3.5,2
13725,1,5,1,1,1,0,0,1.25,1,1,2,NA,NA,NA,NA,1,1,5,3.5
13726,1,1,1,1,NA,0,0,2.25,1,2,1,3,4,4,2,0,0,4.5,3
13730,1,1,1,1,NA,0,0,2,1,3,NA,NA,NA,NA,NA,0,0,5,3.5
13731,1,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,4.5,3.5
13734,0,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,7,2.5
13735,0,1,1,1,NA,0,0,1,0,3,1,4,4,3,4,0,0,4,1.5
13739,1,5,1,1,NA,0,0,2,0,2,1,NA,NA,NA,NA,0,1,4,3.5
13740,0,1,0,2,NA,0,1,2.25,1,2,1,3,4,3,4,0,0,3.5,2
13741,0,1,0,2,NA,0,0,1.5,0,3,1,3,4,3,3,1,0,3.5,4
13742,1,1,1,1,NA,0,0,2,0,3,1,4,4,4,3,0,1,3.5,3
13744,0,1,0,2,3,0,0,2,0,3,2,2,4,3,4,0,0,4,3.5
13745,1,1,0,2,NA,0,0,1.25,1,3,2,4,4,4,4,0,1,4,4
13747,1,1,1,1,NA,0,0,1.5,1,2,2,2,4,NA,3,1,1,4,3
13749,1,1,0,2,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,1,0,7,4
13753,1,5,0,3,3,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,5,4
13754,1,1,0,2,1,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,1,0.5
13760,0,1,0,2,1,0,0,2,0,2,1,4,4,4,4,0,1,2.5,1.5
13761,1,1,1,1,NA,0,0,2.25,0,2,3,4,2,3,2,0,1,1,2
13762,1,1,0,1,NA,1,0,2.25,1,2,1,4,3,2,3,1,1,4,2.5
13765,0,1,1,1,NA,0,0,2,0,3,2,4,3,3,2,0,0,3,2
13768,0,5,0,2,NA,0,0,2,1,2,NA,NA,NA,NA,NA,0,0,4,3
13770,1,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,1,1,3,2
13772,0,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,5,3.5
13774,1,1,1,1,NA,0,0,2.75,0,2,2,NA,NA,NA,NA,1,0,4,1.5
13775,1,1,0,2,2,0,0,2,1,3,3,3,3,3,4,0,0,4,2.5
13777,0,1,0,2,NA,0,0,1.5,0,3,1,4,3,3,3,1,1,4,3.5
13778,0,5,0,1,2,0,1,2,1,3,2,3,4,3,3,NA,NA,4,3.5
13779,0,1,1,1,NA,0,0,2,1,3,2,2,4,3,4,1,1,4,2
13782,0,3,1,1,NA,0,0,1.5,1,3,1,4,4,4,4,1,1,4,1.5
13784,1,1,1,1,NA,0,0,2.75,1,2,1,NA,NA,NA,NA,0,1,2.5,3.5
13785,1,1,1,1,NA,0,0,2.25,0,3,1,3,4,3,3,0,1,4,2
13786,1,1,0,2,NA,0,0,1.5,0,2,1,NA,NA,NA,NA,1,1,4,4
13787,1,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,4,3
13788,1,1,0,2,NA,0,0,2.5,0,1,1,3,4,3,2,0,0,3,2
13789,0,1,1,1,1,0,0,2.5,1,2,1,2,3,2,4,1,1,4,2
13793,1,1,1,1,NA,0,0,3,0,3,1,3,4,3,3,1,0,3,2.5
13796,1,1,1,1,NA,0,0,2.25,1,3,2,4,4,4,4,0,0,6,3.5
13797,1,5,1,1,NA,0,0,2,1,3,1,4,4,4,4,NA,NA,4,1.5
13799,1,1,0,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,1,0,4,2.5
13800,0,1,1,1,NA,0,0,3,0,3,2,2,4,1,3,1,0,4,2
13801,0,1,0,2,NA,0,0,1.5,0,3,2,3,3,3,2,0,0,4,2
13802,0,1,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5
13803,0,3,0,2,NA,0,0,2,1,2,2,2,3,3,3,1,1,3,1
13805,0,1,0,3,NA,0,0,1,1,3,1,3,4,2,4,1,0,4,3.5
13806,1,1,1,1,NA,0,0,2.75,0,2,2,2,1,2,3,1,1,4,2
13807,0,5,0,1,3,0,0,1,1,2,2,4,4,3,3,0,0,5,4
13810,1,3,1,1,NA,0,0,2.25,1,3,1,3,4,3,3,0,1,3.5,2
13811,0,1,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,4,3.5
13813,0,1,0,2,3,1,0,1,3,NA,NA,NA,NA,NA,NA,1,0,4,3
13814,0,1,0,3,NA,1,0,2.5,1,2,1,2,NA,2,4,1,0,5,3.5
13815,0,1,1,1,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1
13820,0,1,1,1,NA,0,0,2,1,2,1,3,3,2,3,1,1,3.5,0.5
13822,1,1,0,2,NA,0,0,2.5,1,3,1,3,3,2,2,0,1,4,2.5
13823,0,5,1,1,NA,0,0,1,0,3,2,4,4,3,2,1,1,5,4
13824,0,1,1,1,NA,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,4
13825,0,5,0,2,NA,0,0,1,0,2,2,3,3,3,4,0,1,3,3.5
13826,1,1,0,2,NA,0,0,1,0,2,1,2,4,4,3,0,1,3,4
13829,1,1,0,2,NA,0,1,1.5,0,3,2,NA,NA,NA,NA,0,1,5,4
13833,0,1,1,1,NA,0,0,2.5,0,3,2,4,4,3,4,1,1,4,3.5
13834,0,1,1,1,NA,0,0,3,1,3,NA,NA,NA,NA,NA,1,1,3,1
13836,0,1,0,2,1,0,0,1,0,1,3,2,3,1,3,NA,NA,2.5,1
13838,1,1,1,1,NA,0,0,2,0,3,1,3,4,2,2,0,0,4,2.5
13839,1,2,1,1,NA,0,0,1.75,1,2,1,4,4,4,4,0,1,4,2.5
13840,1,1,0,1,NA,0,1,2.75,1,3,2,3,4,2,3,0,0,5,3
13842,0,5,0,1,3,0,0,1.5,3,NA,NA,NA,NA,NA,NA,1,1,4.5,2.5
13843,1,1,0,3,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,1,3.5,3.5
13844,1,3,0,2,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,1,3,2
13847,1,1,1,1,NA,0,0,2,1,1,NA,NA,NA,NA,NA,0,0,3.5,3
13848,1,1,1,1,1,0,0,3,3,NA,NA,NA,NA,NA,NA,1,1,2.5,2
13849,1,1,0,2,NA,0,0,2,1,3,2,2,4,1,3,0,1,4,3.5
13853,0,1,0,3,NA,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,4,3.5
13857,0,2,0,2,2,0,0,1.75,0,1,1,3,3,3,3,NA,NA,3.5,2
13859,1,5,0,2,NA,0,0,4,1,2,2,3,4,4,3,NA,NA,4.5,2.5
13860,1,1,1,1,NA,0,0,2.5,1,2,1,NA,NA,NA,NA,0,0,4,3.5
13862,0,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,4.5,3.5
13864,0,1,1,1,NA,1,0,2,0,2,2,4,4,4,4,NA,NA,4,3
13865,0,1,0,3,NA,0,0,2.25,0,1,1,4,4,4,3,1,1,4,3
13867,0,1,0,3,NA,0,0,2.25,1,3,NA,NA,NA,NA,NA,0,0,4.5,3.5
13868,1,1,0,2,1,0,0,2.75,1,2,NA,NA,NA,NA,NA,NA,NA,4,3
13869,1,1,0,2,NA,0,0,2.5,0,3,1,3,4,2,3,0,1,3.5,1.5
13870,0,1,0,1,NA,0,0,3.25,1,3,1,3,3,2,3,0,0,4,2
13872,0,1,1,1,NA,0,0,1.75,1,2,1,NA,NA,NA,NA,0,0,5,1
13873,1,1,1,1,NA,0,0,2.25,0,3,2,4,4,2,3,1,1,4,3
13876,0,1,0,3,NA,0,0,2.25,1,2,2,3,4,3,4,NA,NA,4,3
13878,0,1,0,2,NA,0,0,1.75,1,3,2,3,4,4,3,NA,NA,4,4
13879,0,1,0,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,0,4,2.5
13880,0,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,5,1
13883,1,1,0,3,NA,0,0,1.75,0,2,1,3,3,3,3,0,0,4,3.5
13885,1,1,0,2,NA,0,0,1.25,1,3,2,3,4,3,4,0,1,5,2
13886,1,2,1,1,NA,0,0,2,1,2,2,3,3,3,4,0,1,3,1.5
13890,0,1,0,3,NA,0,0,3,1,3,1,4,4,2,2,0,0,4,3
13891,1,2,0,2,NA,0,0,2.5,0,3,1,4,3,2,2,0,0,4,3
13893,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5
13894,1,1,0,2,2,0,0,2.5,0,3,1,3,3,3,3,NA,NA,3.5,4
13895,1,1,1,1,1,0,0,2,1,2,1,3,4,3,4,0,0,3,2.5
13897,0,3,1,1,NA,0,0,2,1,3,1,4,4,3,4,0,1,3,1
13900,1,1,1,1,NA,0,0,2.5,1,3,2,2,3,3,4,1,1,1.5,1.5
13901,0,2,1,1,1,0,0,3.75,1,2,2,3,3,3,3,0,1,2.5,0.5
13905,0,1,0,2,3,0,0,1.5,1,1,1,4,4,3,4,0,0,4,2
13906,0,1,1,1,NA,0,0,3,0,3,2,4,4,3,4,0,1,4,2.5
13907,1,1,0,2,NA,0,0,2,1,NA,NA,NA,NA,NA,NA,0,0,5,4
13908,1,3,1,1,NA,0,0,2,0,3,1,NA,NA,NA,NA,1,1,7,3
13909,1,1,1,1,NA,0,0,2,0,2,NA,NA,NA,NA,NA,0,1,4.5,1.5
13910,0,5,1,1,NA,0,0,2,0,2,2,NA,NA,NA,NA,0,1,4,3
13911,0,2,1,1,1,0,0,3.5,3,NA,NA,NA,NA,NA,NA,0,1,3.5,2
13912,1,1,0,2,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,0,1,3,1.5
13915,0,1,0,2,NA,0,0,4,3,NA,NA,NA,NA,NA,NA,0,0,3.5,1.5
13916,0,1,0,2,NA,0,1,2,0,3,1,4,4,3,4,1,1,4.5,2
13918,1,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,2,2
13919,1,5,1,1,NA,0,0,1.25,1,3,2,2,3,3,3,1,0,3.5,1.5
13920,0,2,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,1,0,6,3
13923,1,1,0,3,NA,0,0,3,1,2,1,3,4,3,4,0,0,4,2.5
13924,1,1,0,3,NA,1,0,1,1,NA,1,3,3,3,3,0,1,4,2
13925,0,2,1,1,NA,0,0,1.75,1,3,1,4,4,NA,3,1,0,6,3
13928,1,1,0,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,1.5,1.5
13929,1,3,1,1,NA,0,0,2,0,2,2,2,4,2,1,0,0,3,1.5
13931,1,1,1,1,NA,0,0,2,1,1,2,3,3,2,3,0,0,2.5,1
13932,1,2,0,2,2,0,0,2.75,0,3,1,2,4,2,2,NA,NA,3.5,2.5
13933,1,1,0,1,NA,0,0,2.25,1,NA,1,4,4,2,3,0,1,2.5,2
13934,1,1,1,1,NA,0,0,2.5,1,2,1,4,4,3,2,0,0,4,3.5
13936,0,1,1,1,NA,0,0,2.5,1,3,1,3,3,3,2,0,0,0.5,1.5
13937,1,1,1,1,NA,0,0,1.75,3,NA,NA,NA,NA,NA,NA,0,0,3,3
13938,1,1,0,2,NA,0,0,2,0,2,NA,NA,NA,NA,NA,0,0,4,3.5
13939,1,1,0,2,3,0,0,3.25,0,2,1,3,2,3,2,0,1,4,2.5
13942,0,1,0,2,NA,0,0,2.25,1,2,2,4,4,4,4,1,0,4,2
