STU_ID,female,race,firstgen,prnt_female_edu,prnt_male_edu,prnt_female_occ,prnt_male_occ,self_concept_ability_math,math_teacher_gender,teach_math_9_12,teachers_high_standards,teacher_emphasize_interest,teacher_emphasize_prepare,teacher_emphasize_business,teacher_emphasize_standtest,math_mentor_pairing,math_afterschool_program,credits_stem,gpa_stem
25310,1,3,1,1,NA,0,0,1.5,1,3,2,3,4,2,3,1,1,4,2
25312,1,1,1,1,NA,0,0,2.25,1,2,1,3,4,2,2,0,0,2.5,1.5
25316,1,3,1,1,NA,0,0,1,1,2,3,4,4,4,4,0,0,5,3
25318,0,1,0,3,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,1,5,4
25319,1,1,0,3,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,1,1,4,3
25320,0,1,1,1,NA,0,0,2,0,2,2,4,4,4,4,NA,NA,1.5,1
25322,1,2,1,1,NA,0,0,2.25,0,2,2,NA,NA,NA,NA,0,0,4,3.5
25323,1,1,0,3,NA,1,1,1.5,1,2,1,NA,NA,NA,NA,1,1,4,4
25324,1,1,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5
25325,1,2,1,1,NA,0,0,1.5,1,2,1,3,3,NA,4,0,0,3,1.5
25327,1,2,0,2,NA,0,0,2,0,2,1,3,4,2,2,1,0,5,2.5
25330,1,1,0,2,1,0,0,3,1,3,1,3,4,3,3,1,1,3.5,2
25331,1,1,0,2,NA,0,0,2,1,1,2,3,3,2,3,1,1,4,2
25335,1,1,0,2,NA,0,0,2,1,2,3,4,3,2,2,0,0,3.5,3
25337,0,1,0,2,1,0,0,2.25,1,2,1,4,4,2,3,NA,NA,5,1.5
25338,1,1,0,2,NA,0,0,1,1,1,1,4,4,3,3,1,1,2.5,2
25340,0,1,0,2,1,0,0,2.75,1,2,1,4,2,1,4,1,0,4.5,2
25343,1,5,0,3,NA,0,0,1.25,1,2,NA,NA,NA,NA,NA,0,1,6,4
25345,0,1,1,1,NA,0,0,1.5,1,2,1,3,4,3,4,1,1,4,1.5
25346,1,1,0,2,NA,0,0,2.25,0,2,2,2,2,1,3,0,1,4,3.5
25347,1,1,0,1,NA,0,0,1.5,1,2,1,3,4,2,3,0,0,2,3.5
25348,1,1,0,2,NA,0,0,3,0,2,NA,NA,NA,NA,NA,0,0,4,3
25351,0,1,0,2,NA,0,0,2.25,0,2,1,3,4,4,3,0,1,4,3
25353,0,5,1,1,NA,0,0,2.25,0,3,1,4,4,3,4,0,0,4,4
25354,0,1,1,1,NA,0,0,4,1,2,2,4,3,3,3,0,0,3,1.5
25355,0,1,0,3,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,4,2.5
25356,1,1,1,1,NA,0,0,3.25,0,1,2,NA,NA,NA,NA,0,0,4.5,1.5
25357,1,3,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,0,4,1.5
25358,1,1,0,3,NA,0,0,2,0,3,NA,NA,NA,NA,NA,1,1,4,3.5
25359,0,1,0,3,NA,0,0,1.75,1,2,1,2,4,3,2,0,1,4,2.5
25360,0,1,0,2,NA,0,0,2,1,3,1,3,4,2,2,0,0,6,3
25361,0,2,1,1,1,0,1,1.75,3,NA,NA,NA,NA,NA,NA,NA,NA,6,2.5
25362,0,1,1,1,NA,0,1,1.25,0,1,2,NA,NA,NA,NA,0,1,3,1.5
25364,0,1,0,2,NA,0,0,2.75,3,NA,NA,NA,NA,NA,NA,1,1,4,2
25366,1,1,0,2,NA,0,0,2.5,1,3,1,NA,NA,NA,NA,1,1,4,3.5
25368,0,1,1,1,NA,0,0,2,1,3,1,3,4,3,4,0,0,4,4
25370,1,1,1,1,NA,0,0,4,0,3,1,4,4,4,2,NA,NA,3,2.5
25372,0,1,1,1,NA,0,0,2.5,1,2,2,2,3,3,2,1,0,1,1
25373,0,1,1,1,1,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,1,4,4
25374,0,5,0,2,2,0,0,1.5,1,2,2,4,4,3,3,0,0,4,3
25376,0,2,0,2,2,0,0,2,0,2,1,4,4,2,2,0,0,3.5,2.5
25377,0,5,0,2,NA,0,0,1.5,1,2,1,4,4,3,4,0,1,3,3
25378,0,1,1,1,NA,0,0,2.25,0,2,1,NA,NA,NA,NA,1,0,3,1
25380,0,3,0,2,NA,0,0,1.5,1,3,1,3,4,1,4,1,1,3,2
25381,0,1,1,1,NA,0,0,2,0,2,2,NA,NA,NA,NA,0,1,5,2
25382,1,1,1,1,NA,0,0,2.5,1,1,2,3,4,4,4,0,1,3,3.5
25384,1,2,1,1,NA,0,0,2,1,2,3,3,2,1,4,0,1,4,1.5
25385,1,3,1,1,NA,0,0,1.5,1,3,1,NA,NA,NA,NA,0,1,4,3
25388,0,5,0,2,2,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,4,3.5
25389,0,1,1,1,NA,0,0,2.75,0,1,1,3,4,3,3,0,1,0,0.25
25390,1,1,1,1,1,0,0,3.25,1,2,1,4,NA,NA,NA,0,0,3.5,1.5
25392,0,1,0,1,3,0,1,2,1,3,2,3,3,3,3,0,1,4,3
25393,1,1,1,1,NA,0,0,2.5,1,3,1,NA,NA,NA,NA,1,0,3.5,1.5
25394,0,1,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,1,3,2.5
25396,0,5,1,1,NA,0,0,2,1,1,2,NA,NA,NA,NA,1,1,5,3
25398,1,1,0,2,NA,1,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,4,3
25401,1,1,1,1,NA,0,0,2.5,0,3,2,3,3,2,3,0,1,3,2.5
25402,0,1,1,1,NA,0,0,1.25,0,2,2,4,4,2,4,0,1,4,2
25403,1,3,0,3,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5
25405,1,1,0,2,NA,0,0,2,1,2,NA,NA,NA,NA,NA,0,0,2.5,3.5
25409,0,1,0,2,NA,1,1,1.75,0,2,2,4,4,3,4,0,0,5,3
25411,1,5,1,1,NA,0,0,3,1,2,3,3,3,2,3,0,1,6,3
25412,0,3,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,0,4,2.5
25416,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,3.5,3
25417,0,1,0,2,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,0,1,4,3
25419,1,1,1,1,NA,0,0,2.5,1,1,1,4,4,4,3,1,1,2,2
25422,0,2,1,1,NA,0,0,2.25,0,2,2,NA,NA,NA,NA,1,0,4,1.5
25424,1,3,1,1,NA,0,0,2.5,0,1,NA,NA,NA,NA,NA,NA,NA,4.5,1.5
25429,0,3,0,2,NA,0,0,2.25,1,3,1,4,4,4,3,0,0,4.5,2
25430,1,1,1,1,NA,0,0,2,0,2,1,3,3,2,4,1,1,3.5,2
25433,1,1,0,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,4,3.5
25435,0,5,1,1,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,0,1,3.5,2
25437,1,2,1,1,NA,0,0,2.25,0,2,2,2,3,3,3,1,0,4,2
25438,0,1,0,1,NA,0,0,3.25,1,3,1,3,4,3,3,1,0,1,1.5
25439,1,1,0,2,NA,0,0,2.25,0,2,2,2,3,2,3,1,0,4,2
25443,1,3,0,2,NA,0,0,1,1,2,2,4,4,2,3,1,1,5,3.5
25444,0,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,1,3,2.5
25445,0,1,1,1,NA,0,0,2.5,1,3,1,NA,NA,NA,NA,0,0,4,3
25446,1,1,1,1,NA,0,0,3,0,1,2,NA,NA,NA,NA,0,1,3,2
25447,0,1,0,2,NA,1,0,1.25,1,3,1,2,3,2,3,NA,NA,4,4
25448,1,1,1,1,NA,0,0,1,0,3,1,3,4,4,4,0,1,3,4
25449,0,1,1,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,4,3
25450,0,1,1,1,NA,0,0,2,1,2,1,3,3,3,4,NA,NA,4,1.5
25452,1,1,1,1,NA,0,0,2.25,1,3,2,3,4,2,4,0,1,4,3.5
25453,1,5,1,1,NA,0,0,1,1,2,2,4,4,3,3,0,0,1,1.5
25454,1,1,0,2,NA,0,0,2.25,0,3,1,4,4,3,3,0,0,3,1.5
25455,1,3,0,2,NA,0,0,2.75,1,2,1,3,3,2,3,0,0,2.5,0.5
25456,0,1,0,2,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,4,1.5
25461,1,1,0,2,1,0,0,3,1,2,2,NA,3,1,NA,0,1,4,1.5
25463,1,1,0,2,NA,0,0,1.5,0,2,1,3,4,3,4,0,1,4,2.5
25464,1,1,0,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,3,2
25466,0,1,0,2,NA,0,0,2,1,1,1,3,4,3,3,0,0,3.5,1
25467,0,1,0,1,NA,0,0,1,1,2,2,4,4,1,2,1,1,4,2
25468,0,3,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,3,1.5
25469,1,1,1,1,NA,0,0,2.75,1,2,3,3,3,2,3,NA,NA,3,1
25470,1,1,1,1,NA,0,0,1.75,1,3,1,3,3,3,2,0,0,3,1
25471,1,1,0,2,NA,0,0,2,0,2,NA,NA,NA,NA,NA,0,0,4,3
25473,1,1,1,1,1,0,0,2.25,1,2,3,3,3,2,4,0,0,4,3.5
25474,0,1,0,1,NA,0,0,1,1,2,1,3,4,3,3,1,1,4,2.5
25475,1,3,0,2,NA,0,0,1,1,3,1,4,4,2,4,0,0,4,3.5
25476,0,3,1,1,NA,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.25
25477,1,1,1,1,NA,0,0,2,1,NA,1,3,4,4,3,0,1,4,2
25480,0,1,0,2,NA,0,0,2.25,1,2,1,3,4,3,4,1,1,4,2
25481,1,3,1,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,4,1
25482,0,1,1,1,NA,0,0,2,1,2,1,2,2,3,4,0,0,5,2
25486,1,1,1,1,NA,0,0,4,0,2,1,3,4,2,2,1,0,4,2
25488,1,1,1,1,NA,0,0,3,0,2,1,3,4,3,4,0,0,0,0.25
25491,1,1,0,2,NA,1,0,2.5,0,1,1,3,3,4,3,0,0,3,1.5
25492,1,1,1,1,NA,0,0,2.5,0,2,2,3,3,3,3,0,1,2.5,1.5
25493,1,1,1,1,NA,0,0,2.25,0,3,1,3,4,4,4,0,1,4,1.5
25494,1,1,1,1,NA,0,0,2.25,1,2,1,NA,NA,NA,NA,0,0,1,1
25495,0,1,1,1,NA,0,0,1.5,0,2,2,2,3,2,4,0,1,1.5,1
25496,0,1,0,2,NA,0,0,3,0,2,2,3,4,4,3,0,1,5,3
25497,1,1,1,1,NA,0,0,2.5,0,2,NA,NA,NA,NA,NA,NA,NA,4,2
25500,0,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,1,1,4.5,2
25501,0,3,0,2,NA,0,1,1.75,1,2,2,2,3,3,3,NA,NA,4,2
25503,1,3,1,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,1,4,3
25504,0,1,1,1,NA,0,0,2,1,2,1,3,3,3,3,0,1,0.5,0.5
25505,0,1,1,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA,0,0,5,3
25506,1,5,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,3.5,1.5
25508,1,1,1,1,NA,0,0,2.25,0,3,1,4,4,3,4,1,1,3.5,3.5
25509,0,1,0,2,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,1,1,4,3
25511,0,1,1,1,NA,0,0,2,0,1,1,4,4,2,3,1,1,1,3
25514,0,1,0,2,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,1,2.5,2.5
25518,0,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,0,2,2
25520,1,1,0,2,NA,0,0,1,1,2,1,4,4,3,3,0,0,3.5,3
25521,0,1,0,1,NA,0,0,2.75,1,3,2,4,4,3,3,NA,NA,0.5,3
25523,0,1,0,2,NA,0,0,1.25,0,2,1,4,4,3,4,0,1,2.5,0.5
25525,1,1,0,2,NA,0,0,3,0,3,2,3,3,3,2,NA,NA,5,3.5
25526,0,1,1,1,NA,0,0,1.75,1,1,2,3,4,4,4,0,0,1,0.5
25528,0,1,0,2,3,0,0,2.25,0,3,1,4,4,3,4,1,1,4,2
25530,1,1,0,1,NA,0,0,2.75,1,2,1,NA,NA,NA,NA,0,0,4.5,2.5
25531,0,1,1,1,1,0,0,2.75,0,3,2,3,4,3,3,0,1,2,0.5
25533,0,2,1,1,1,0,0,3,0,2,2,3,4,3,4,NA,NA,0,0.25
25535,0,5,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4
25536,0,1,0,2,NA,0,0,2,1,2,1,4,4,3,4,1,1,4,3
25537,0,1,0,1,NA,0,0,1.25,0,3,2,3,4,2,3,0,0,3,2
25538,1,1,1,1,NA,0,0,2.25,0,2,2,2,2,3,2,0,0,3,2.5
25540,1,1,0,2,NA,0,0,3.75,1,2,1,4,4,2,2,1,0,4,2
25541,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5
25542,0,3,1,1,NA,0,0,2.25,1,3,2,4,4,2,4,0,1,1.5,1.5
25546,0,1,0,3,NA,0,0,2,0,3,1,4,4,3,4,1,1,4,3
25547,0,1,1,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,0,4,2.5
25548,0,1,1,1,NA,0,0,1.25,0,2,1,NA,NA,NA,NA,0,1,3.5,2
25549,1,1,1,1,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,0,1,2.5,3.5
25552,0,1,0,2,NA,0,0,2,1,2,2,NA,NA,NA,NA,0,0,4,2.5
25553,1,3,0,1,2,0,0,3,0,2,1,2,4,3,3,0,1,4.5,4
25555,0,1,0,3,1,0,0,2,0,3,1,3,4,3,4,0,1,4,4
25556,0,1,0,2,3,0,1,2,0,3,1,4,4,3,3,0,0,3,3
25557,1,3,1,1,NA,0,0,2,0,3,1,NA,NA,NA,NA,0,1,4,2.5
25559,1,1,0,3,NA,0,1,2,1,2,1,3,3,2,2,0,1,4,2
25560,0,1,1,1,NA,0,0,2.25,1,3,NA,NA,NA,NA,NA,NA,NA,4,2
25566,0,1,1,1,NA,0,0,2.5,1,3,1,4,4,4,4,0,0,7,1
25571,1,1,1,1,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3
25574,0,3,0,2,NA,0,0,3,0,2,1,3,4,3,3,1,0,3,1.5
25575,1,5,1,1,NA,0,0,1.75,0,2,1,3,4,2,4,1,1,7,3.5
25576,0,5,0,3,NA,0,0,2,1,3,2,3,2,3,3,0,0,4,4
25578,0,3,1,1,NA,0,0,2,1,2,2,3,4,2,2,0,1,4,1
25580,0,1,1,1,NA,0,0,1.75,1,2,2,NA,NA,NA,NA,1,1,3,2.5
25582,1,1,0,3,NA,0,1,1.25,1,1,2,3,4,2,3,1,0,4,4
25583,0,1,0,3,NA,0,0,1.25,0,3,1,3,4,3,2,0,1,4,3
25584,1,1,0,3,NA,0,0,2,1,2,2,NA,NA,NA,NA,1,1,4,4
25586,0,1,1,1,NA,0,0,1.25,0,1,NA,NA,NA,NA,NA,NA,NA,5,3
25587,1,3,0,2,1,0,0,3.5,1,3,2,4,4,3,3,1,1,2.5,0.5
25588,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,6,2
25590,0,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,1,3,3
25591,1,1,0,2,NA,0,0,1.5,1,2,1,4,4,4,4,0,0,4,1.5
25592,0,1,0,3,NA,0,0,1.5,1,3,2,3,4,3,4,NA,NA,4,2
25593,0,1,0,2,NA,0,0,1.5,0,3,1,NA,3,3,3,0,0,4,3.5
25596,0,1,0,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5
25597,0,1,0,3,NA,0,0,1.5,1,2,1,3,3,3,3,0,1,4,3.5
25598,0,3,1,1,NA,0,0,2,0,3,2,3,4,3,2,1,1,2,3
25599,0,1,0,3,NA,0,0,2,1,NA,1,4,4,4,3,1,1,4,3.5
25600,0,1,0,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5
25601,0,1,1,1,NA,0,0,1,1,1,1,4,4,3,3,NA,NA,4,1.5
25602,1,1,0,2,NA,0,0,1,1,2,1,2,4,3,2,0,0,5,3.5
25603,0,5,0,2,2,0,0,1,1,3,2,2,4,1,3,0,1,4,2.5
25607,0,5,0,2,NA,0,0,1.25,0,2,1,4,4,3,4,0,1,6,3
25612,1,1,1,1,1,0,0,2.5,1,2,1,3,3,3,4,NA,NA,4,2.5
25616,1,1,1,1,NA,0,0,2.25,3,NA,NA,NA,NA,NA,NA,0,1,5,1
25618,1,1,1,1,1,0,0,1.75,3,NA,NA,NA,NA,NA,NA,0,1,0.5,0.5
25621,0,1,0,2,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,1,0,5,2
25622,0,1,1,1,NA,0,0,1.5,3,NA,NA,NA,NA,NA,NA,0,1,4,3
25623,1,1,0,2,NA,0,0,1.25,0,3,2,3,3,3,3,0,0,3,2.5
25624,0,1,0,2,NA,0,0,2.25,1,3,1,NA,NA,NA,NA,1,0,4,4
25625,0,1,0,3,NA,0,0,1.75,0,3,2,2,4,2,4,1,1,5,3
25626,0,1,0,1,NA,0,0,4,0,2,1,3,4,3,3,1,0,3,1
25627,1,1,1,1,NA,0,0,3,0,3,2,3,3,3,4,NA,NA,3.5,2.5
25628,0,1,0,2,NA,0,0,2,1,3,1,3,4,3,3,1,1,3,3.5
25631,1,1,1,1,NA,0,0,2.5,1,2,2,3,3,3,4,1,1,6,3
25633,0,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,1,1,0.5
25636,1,1,0,1,NA,0,0,3.25,1,NA,1,4,4,2,3,0,1,1,3
25637,0,1,0,3,NA,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,4.5,2.5
25638,0,1,1,1,NA,0,0,2,1,2,1,3,4,2,3,0,0,4.5,1.5
25640,0,3,0,2,NA,0,0,2,1,1,1,3,4,3,4,0,1,3,1
25641,1,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,1,3,3
25643,0,1,0,1,2,0,0,2.5,3,NA,NA,NA,NA,NA,NA,0,0,1.5,1.5
25644,0,1,0,3,NA,0,1,2.75,1,3,3,3,4,3,3,1,1,3,3
25645,1,2,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2
25650,0,1,1,1,NA,0,0,2,1,2,1,2,3,2,3,0,0,4.5,4
25653,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,4,1.5
25655,1,1,1,1,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,4,1
25656,0,1,0,1,NA,0,0,2,0,2,3,NA,NA,NA,NA,0,1,0.5,0.5
25658,0,1,1,1,NA,0,0,1,0,1,1,4,4,4,3,1,1,4,3
25659,0,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,1,0,4,2.5
25661,1,1,0,2,2,0,0,2,0,3,1,2,4,2,2,NA,NA,3,1
25668,0,1,1,1,NA,0,0,1.75,0,3,1,4,4,2,3,0,0,5,3.5
25669,1,1,1,1,NA,0,0,2,0,3,2,3,4,3,3,0,0,3,3
25670,0,1,1,1,NA,0,0,1,1,2,1,3,3,2,3,0,1,2,2
25671,0,1,1,1,NA,0,0,1.25,1,2,1,4,4,4,4,0,1,4,3.5
25672,1,3,0,2,NA,0,0,2.5,1,2,NA,NA,NA,NA,NA,NA,NA,4,3.5
25673,0,1,1,1,NA,0,0,1.5,0,2,1,4,4,4,3,0,0,3.5,1.5
25675,0,1,0,2,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,1,0,5,2.5
25676,1,1,1,1,NA,0,0,4,3,NA,NA,NA,NA,NA,NA,1,1,4,2
25678,0,1,0,1,NA,0,0,4,1,3,2,3,4,3,3,1,1,4,2.5
25679,0,5,1,1,NA,0,0,1,1,2,1,3,4,1,2,1,1,3,4
25682,1,1,1,1,NA,0,0,2.5,1,2,NA,NA,NA,NA,NA,0,1,4,1.5
25683,1,5,0,2,NA,0,0,1.25,1,1,1,3,3,3,3,1,1,4,4
25686,1,2,1,1,NA,0,0,3.25,1,2,2,2,3,3,3,NA,NA,1,2
25688,1,1,1,1,NA,0,0,3.5,0,3,1,4,4,3,4,1,0,3,1
25691,0,1,1,1,NA,0,0,1,1,2,2,3,4,3,3,0,1,5,3.5
25693,1,1,0,2,NA,0,0,2.75,1,2,NA,NA,NA,NA,NA,0,0,4,3.5
25694,0,1,0,2,NA,0,0,2.25,1,3,NA,NA,NA,NA,NA,0,1,3.5,2
25695,1,1,0,2,2,0,0,2,0,2,2,NA,NA,NA,NA,0,1,4,4
25697,0,1,1,1,NA,0,0,1,0,3,1,4,4,4,4,0,0,4,2
25698,1,3,1,1,NA,0,0,1,0,2,2,NA,NA,NA,NA,0,0,3.5,1.5
25699,0,1,0,3,NA,0,1,3.25,0,3,2,4,4,3,2,0,0,4,3
25700,1,1,1,1,NA,0,0,2,0,1,1,2,3,2,3,0,1,2,1.5
25702,1,1,0,1,NA,0,0,2.25,0,3,1,3,3,2,3,0,0,4.5,2
25703,1,1,0,1,2,0,0,1.75,0,3,1,3,4,3,3,0,0,4,3
25704,1,1,0,2,3,0,0,2,1,3,2,3,3,2,2,1,0,4,3.5
25705,1,1,0,2,NA,0,0,1.25,1,3,1,4,4,3,4,0,0,4.5,4
25707,1,1,1,1,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,0,1,3.5,2
25712,0,1,1,1,NA,0,0,2.25,1,2,1,3,4,3,2,1,0,4,3
25713,1,2,1,1,1,0,0,3.25,3,NA,NA,NA,NA,NA,NA,0,0,1,0.5
25715,0,1,0,2,NA,0,0,2.75,1,3,1,3,4,2,2,0,0,4,2.5
25716,1,1,0,2,NA,0,1,2,0,2,2,3,4,2,4,0,0,4,2
25717,1,3,0,2,NA,0,1,1.5,3,NA,NA,NA,NA,NA,NA,1,0,2,2
25718,1,1,1,1,NA,0,0,2,1,2,NA,NA,NA,NA,NA,0,1,4,2
25720,1,1,1,1,NA,0,0,2.75,0,3,1,3,3,3,3,1,1,5,2
25723,1,1,0,2,1,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,2.5,1.5
25724,1,1,0,2,3,0,1,2,1,2,2,NA,NA,NA,NA,0,0,4,3.5
25725,1,5,0,2,NA,0,0,2.25,0,3,1,NA,NA,NA,NA,0,1,5,3.5
25727,1,1,0,2,2,0,0,1,1,3,2,3,2,2,4,1,1,3.5,3
25728,0,1,1,1,1,0,0,2.5,0,3,2,3,4,3,3,NA,NA,2.5,3.5
25729,1,1,1,1,NA,0,0,2,0,3,1,3,3,3,3,0,0,3,2
25730,0,1,0,3,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,1,3,2
25731,1,1,0,1,2,1,1,3,1,NA,1,3,4,3,3,NA,NA,3,2.5
25732,0,1,1,1,NA,0,0,2,0,3,NA,NA,NA,NA,NA,1,1,3.5,2.5
25733,0,1,0,2,NA,0,0,3.5,0,2,2,3,4,3,2,1,1,8,1.5
25734,1,1,0,2,NA,0,0,1,1,2,1,3,3,2,4,NA,NA,4,3
25735,0,1,1,1,NA,0,0,2,1,1,2,4,4,4,4,0,1,3,2.5
25737,0,1,1,1,NA,0,0,1.5,0,3,2,3,3,2,3,1,1,3,1
25740,1,1,1,1,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,1,0,4,2.5
25743,1,1,0,2,NA,0,0,2.75,0,2,1,3,4,2,4,0,1,4,2
25745,1,5,1,1,NA,0,0,1.5,1,2,1,2,3,2,4,0,1,0.5,4
25748,1,2,1,1,NA,0,0,2.25,1,1,1,3,3,3,3,1,1,1,2
25749,1,3,1,1,NA,0,0,2,1,2,1,4,2,1,4,1,0,4,3
25751,1,1,0,2,NA,0,0,1,1,2,1,4,3,3,3,NA,NA,4,3.5
25752,0,1,1,1,NA,0,0,4,1,2,3,3,2,3,4,0,0,3,1.5
25753,0,1,0,1,2,0,0,2.75,0,2,1,4,4,4,4,0,0,4,3
25754,0,2,1,1,NA,0,0,3,0,3,3,4,3,1,2,NA,NA,3,2
25755,0,1,1,1,NA,0,0,3.25,0,3,NA,NA,NA,NA,NA,0,1,3.5,1
25756,1,1,0,2,2,0,0,2.25,3,NA,NA,NA,NA,NA,NA,1,0,3.5,3
25761,1,3,0,2,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5
25762,0,1,1,1,NA,0,0,1,1,3,NA,NA,NA,NA,NA,1,0,1.5,1
25764,0,3,0,1,2,0,0,1,1,3,1,3,4,3,4,1,0,4,3
25765,1,3,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5
25769,1,1,0,2,NA,0,0,2,1,3,1,3,4,3,3,0,0,4,3
25770,1,1,1,1,NA,0,0,2.25,1,1,3,3,3,3,4,NA,NA,4,3
25772,0,1,0,1,2,1,0,1.5,1,3,2,3,3,3,3,0,1,6,2.5
25774,0,1,1,1,NA,0,0,1.25,3,NA,NA,NA,NA,NA,NA,0,1,4,3
25775,0,1,1,1,NA,0,0,2.5,3,NA,NA,NA,NA,NA,NA,1,1,3,2
25776,0,1,1,1,NA,0,0,2.25,0,2,1,NA,NA,NA,NA,1,1,4,2
25777,1,1,0,2,NA,0,0,2.25,1,3,2,4,4,3,4,NA,NA,4,3
25778,0,2,1,1,NA,0,0,1.25,1,2,2,3,2,3,3,0,1,5,3
25783,0,1,0,1,NA,0,0,3.25,1,3,1,3,4,4,4,0,0,4,2
25786,1,3,1,1,NA,0,0,1.5,1,3,1,NA,NA,NA,NA,0,1,6,1.5
25787,1,1,0,3,NA,0,0,2,1,2,2,2,3,1,3,0,1,3,1
25791,0,5,1,1,1,0,0,2.5,0,2,1,3,3,3,4,0,1,4,2
25792,1,2,1,1,1,0,0,2.75,0,3,1,3,4,4,3,0,1,0,0.25
25795,0,5,1,1,NA,0,0,3,1,1,2,3,3,3,3,0,1,4,3.5
25796,1,1,1,1,NA,0,0,2.5,0,2,2,3,4,2,3,NA,NA,3.5,2
25797,1,1,0,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,0,0,4.5,2
25798,1,3,1,1,NA,0,0,1.25,1,2,1,3,4,2,2,0,1,3,1.5
25799,1,1,0,2,1,0,0,1,1,2,1,3,4,3,4,0,0,4,3
25800,0,1,1,1,NA,0,0,2,1,3,1,3,4,2,3,0,1,3,1.5
25803,1,2,1,1,NA,0,0,2,0,2,2,4,4,4,3,0,0,1,2
25804,0,1,1,1,1,0,0,2,1,2,1,4,4,4,4,1,0,2.5,0.5
25808,1,1,1,1,NA,0,0,2,0,3,1,3,4,3,4,0,1,2,2.5
25810,1,3,1,1,NA,0,0,2,1,2,1,NA,NA,NA,NA,1,1,5,2.5
25811,0,1,1,1,NA,0,0,1.25,1,2,1,4,4,3,4,1,1,5,4
25813,1,5,1,1,1,0,0,1.75,3,NA,NA,NA,NA,NA,NA,0,0,4,2
25818,1,3,1,1,NA,0,0,1.75,1,3,2,2,3,1,3,NA,NA,4.5,3
25821,0,1,0,3,1,0,0,2,1,3,2,4,4,3,4,0,1,5,3.5
25822,0,1,1,1,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,0,1,3,1
